customer_id,age,age_group,gender,location,subscription_status,item_purchased,category,size,color,season,purchase_amount,discount_applied,previous_purchases,frequency_of_purchases,purchase_frequency_days,payment_method,shipping_type,review_rating
188,19,Young Adult,Male,Georgia,Yes,Shoes,Footwear,S,Purple,Spring,94,Yes,1,Bi-Weekly,14,Bank Transfer,Store Pickup,3.3
189,50,Middle-aged,Male,Arkansas,Yes,Hoodie,Clothing,M,Pink,Spring,53,Yes,5,Bi-Weekly,14,Bank Transfer,Express,3.1
190,36,Adult,Male,West Virginia,Yes,Blouse,Clothing,M,Maroon,Fall,82,Yes,4,Weekly,7,Credit Card,Next Day Air,4.4
191,65,Senior,Male,Indiana,Yes,Coat,Outerwear,XL,Beige,Fall,70,Yes,48,Quarterly,90,Venmo,Free Shipping,3.0
192,64,Senior,Male,Utah,Yes,Hat,Accessories,M,Gray,Fall,76,Yes,29,Every 3 Months,90,Cash,Free Shipping,3.9
193,46,Middle-aged,Male,Nebraska,Yes,Shoes,Footwear,L,Turquoise,Summer,29,Yes,12,Bi-Weekly,14,PayPal,Express,2.9
194,36,Adult,Male,North Dakota,Yes,Belt,Accessories,S,Silver,Fall,100,Yes,29,Annually,365,Venmo,Standard,3.0
195,51,Middle-aged,Male,Missouri,Yes,Backpack,Accessories,M,Olive,Spring,94,Yes,15,Quarterly,90,Debit Card,Express,3.1
196,51,Middle-aged,Male,New York,Yes,Jacket,Outerwear,M,Magenta,Fall,25,Yes,34,Monthly,30,Credit Card,Free Shipping,4.3
197,38,Adult,Male,Washington,Yes,Boots,Footwear,M,Lavender,Summer,88,Yes,41,Fortnightly,14,Credit Card,Next Day Air,3.9
198,59,Senior,Male,South Carolina,Yes,Scarf,Accessories,M,Black,Fall,78,Yes,41,Monthly,30,Credit Card,2-Day Shipping,3.2
199,57,Middle-aged,Male,Utah,Yes,Jewelry,Accessories,M,Turquoise,Winter,45,Yes,39,Fortnightly,14,Credit Card,Standard,4.8
200,54,Middle-aged,Male,Idaho,Yes,Hat,Accessories,XL,Green,Summer,73,Yes,32,Weekly,7,Cash,Express,3.8
201,25,Young Adult,Male,Pennsylvania,Yes,Dress,Clothing,S,Teal,Summer,61,Yes,29,Monthly,30,Venmo,Next Day Air,3.3
202,69,Senior,Male,Missouri,Yes,Blouse,Clothing,S,Beige,Fall,22,Yes,15,Annually,365,Bank Transfer,Free Shipping,4.3
203,57,Middle-aged,Male,Nebraska,Yes,Hat,Accessories,L,Magenta,Spring,38,Yes,33,Annually,365,Venmo,Express,2.7
204,70,Senior,Male,Indiana,Yes,Scarf,Accessories,S,Yellow,Fall,38,Yes,18,Weekly,7,Bank Transfer,Next Day Air,3.2
205,24,Young Adult,Male,Arizona,Yes,Sneakers,Footwear,M,Yellow,Fall,100,Yes,35,Bi-Weekly,14,Cash,Store Pickup,4.0
206,67,Senior,Male,Hawaii,Yes,Shirt,Clothing,M,Silver,Winter,64,Yes,25,Weekly,7,PayPal,Standard,3.0
207,24,Young Adult,Male,Wisconsin,Yes,T-shirt,Clothing,L,Silver,Summer,55,Yes,6,Fortnightly,14,Venmo,Free Shipping,4.2
208,62,Senior,Male,Rhode Island,Yes,Gloves,Accessories,M,Silver,Summer,91,Yes,17,Bi-Weekly,14,Bank Transfer,Express,2.9
209,57,Middle-aged,Male,Wisconsin,Yes,Skirt,Clothing,M,Gold,Spring,38,Yes,17,Monthly,30,Credit Card,Store Pickup,4.1
210,55,Middle-aged,Male,Minnesota,Yes,Sandals,Footwear,S,Olive,Winter,97,Yes,44,Every 3 Months,90,Cash,Store Pickup,3.2
211,45,Middle-aged,Male,Vermont,Yes,Jacket,Outerwear,L,Teal,Fall,22,Yes,6,Fortnightly,14,PayPal,2-Day Shipping,3.0
212,69,Senior,Male,South Dakota,Yes,Skirt,Clothing,L,Maroon,Fall,92,Yes,45,Fortnightly,14,Debit Card,2-Day Shipping,4.2
213,67,Senior,Male,Virginia,Yes,Handbag,Accessories,L,Blue,Fall,84,Yes,7,Annually,365,Debit Card,Express,4.2
214,30,Young Adult,Male,Nevada,Yes,Handbag,Accessories,L,Peach,Fall,93,Yes,11,Every 3 Months,90,Debit Card,Store Pickup,4.4
215,24,Young Adult,Male,Hawaii,Yes,Jacket,Outerwear,L,Blue,Summer,50,Yes,41,Every 3 Months,90,Cash,Next Day Air,4.2
216,62,Senior,Male,New Jersey,Yes,Scarf,Accessories,S,Orange,Spring,64,Yes,24,Bi-Weekly,14,PayPal,2-Day Shipping,2.8
217,43,Adult,Male,Massachusetts,Yes,Shorts,Clothing,L,Yellow,Spring,61,Yes,21,Weekly,7,Venmo,Free Shipping,3.7
218,35,Adult,Male,Oklahoma,Yes,Sunglasses,Accessories,M,Purple,Winter,48,Yes,24,Annually,365,Bank Transfer,Next Day Air,3.5
219,28,Young Adult,Male,California,Yes,T-shirt,Clothing,S,Magenta,Spring,45,Yes,8,Quarterly,90,Credit Card,Store Pickup,2.9
220,32,Adult,Male,Nevada,Yes,Belt,Accessories,M,Cyan,Spring,88,Yes,12,Fortnightly,14,Cash,Free Shipping,3.0
221,39,Adult,Male,Arizona,Yes,Sneakers,Footwear,S,Indigo,Spring,57,Yes,48,Fortnightly,14,Debit Card,Express,3.7
222,28,Young Adult,Male,North Carolina,Yes,Hat,Accessories,XL,Magenta,Summer,68,Yes,6,Quarterly,90,Bank Transfer,Store Pickup,4.4
223,47,Middle-aged,Male,New York,Yes,Gloves,Accessories,XL,Gray,Spring,94,Yes,14,Fortnightly,14,PayPal,2-Day Shipping,4.5
224,20,Young Adult,Male,Wyoming,Yes,Pants,Clothing,M,Turquoise,Spring,41,Yes,34,Annually,365,PayPal,Free Shipping,4.8
225,63,Senior,Male,South Dakota,Yes,Socks,Clothing,S,Beige,Summer,83,Yes,12,Every 3 Months,90,Cash,Free Shipping,2.9
226,25,Young Adult,Male,Arkansas,Yes,Jacket,Outerwear,M,Olive,Spring,22,Yes,11,Annually,365,Bank Transfer,Next Day Air,3.2
227,29,Young Adult,Male,Texas,Yes,Shoes,Footwear,L,Violet,Spring,74,Yes,5,Monthly,30,PayPal,Free Shipping,3.3
228,50,Middle-aged,Male,Rhode Island,Yes,Jeans,Clothing,M,Turquoise,Winter,90,Yes,25,Fortnightly,14,Venmo,Standard,4.2
229,18,Young Adult,Male,New Hampshire,Yes,Socks,Clothing,M,White,Spring,79,Yes,11,Annually,365,Credit Card,Store Pickup,2.9
230,70,Senior,Male,Ohio,Yes,Sandals,Footwear,S,Silver,Spring,28,Yes,27,Every 3 Months,90,PayPal,Next Day Air,4.6
231,66,Senior,Male,Utah,Yes,Scarf,Accessories,L,Olive,Fall,88,Yes,43,Annually,365,Credit Card,Standard,4.1
232,28,Young Adult,Male,Tennessee,Yes,Blouse,Clothing,M,Blue,Spring,26,Yes,18,Every 3 Months,90,Debit Card,2-Day Shipping,3.1
233,54,Middle-aged,Male,Hawaii,Yes,Jewelry,Accessories,L,Purple,Winter,27,Yes,32,Bi-Weekly,14,Bank Transfer,Express,4.2
234,19,Young Adult,Male,Arizona,Yes,Sweater,Clothing,XL,Yellow,Fall,83,Yes,27,Every 3 Months,90,Bank Transfer,Next Day Air,4.5
235,20,Young Adult,Male,South Dakota,Yes,Gloves,Accessories,S,Silver,Summer,39,Yes,24,Weekly,7,Credit Card,Next Day Air,3.7
236,43,Adult,Male,New Jersey,Yes,Sunglasses,Accessories,M,Cyan,Winter,89,Yes,31,Quarterly,90,Debit Card,Free Shipping,3.7
237,38,Adult,Male,North Dakota,Yes,Coat,Outerwear,L,Green,Winter,68,Yes,39,Fortnightly,14,PayPal,Next Day Air,3.4
238,50,Middle-aged,Male,Iowa,Yes,Dress,Clothing,M,Beige,Summer,90,Yes,36,Fortnightly,14,Debit Card,Store Pickup,3.0
239,64,Senior,Male,Ohio,Yes,Skirt,Clothing,M,Peach,Fall,34,Yes,5,Annually,365,Cash,Free Shipping,4.2
240,49,Middle-aged,Male,Vermont,Yes,Pants,Clothing,L,Yellow,Summer,51,Yes,47,Bi-Weekly,14,Credit Card,Express,2.9
241,47,Middle-aged,Male,Montana,Yes,Sweater,Clothing,XL,Turquoise,Winter,45,Yes,29,Fortnightly,14,Bank Transfer,Free Shipping,3.5
242,36,Adult,Male,Delaware,Yes,Hoodie,Clothing,M,Peach,Winter,88,Yes,43,Bi-Weekly,14,Venmo,Free Shipping,4.1
243,55,Middle-aged,Male,New York,Yes,Coat,Outerwear,L,Gray,Summer,85,Yes,40,Every 3 Months,90,Debit Card,Store Pickup,4.3
244,25,Young Adult,Male,Kentucky,Yes,Jewelry,Accessories,M,Olive,Winter,100,Yes,4,Monthly,30,Debit Card,2-Day Shipping,2.8
245,53,Middle-aged,Male,Oregon,Yes,Belt,Accessories,S,Indigo,Spring,42,Yes,39,Weekly,7,PayPal,2-Day Shipping,4.9
246,49,Middle-aged,Male,Rhode Island,Yes,Sandals,Footwear,L,Charcoal,Summer,53,Yes,45,Fortnightly,14,Venmo,Next Day Air,3.3
247,35,Adult,Male,Nevada,Yes,Sunglasses,Accessories,XL,Beige,Spring,86,Yes,20,Bi-Weekly,14,Venmo,Express,3.2
248,29,Young Adult,Male,Montana,Yes,Sweater,Clothing,XL,Brown,Spring,66,Yes,14,Weekly,7,Debit Card,Standard,4.4
249,47,Middle-aged,Male,Pennsylvania,Yes,Belt,Accessories,M,Blue,Winter,100,Yes,33,Weekly,7,PayPal,Express,4.8
250,53,Middle-aged,Male,Alaska,Yes,Handbag,Accessories,S,Teal,Fall,47,Yes,18,Annually,365,Credit Card,Standard,4.2
251,33,Adult,Male,Mississippi,Yes,Skirt,Clothing,L,Black,Fall,25,Yes,9,Weekly,7,Bank Transfer,Express,4.0
252,21,Young Adult,Male,Wyoming,Yes,Handbag,Accessories,XL,Gold,Winter,51,Yes,34,Annually,365,PayPal,Standard,2.5
253,32,Adult,Male,Delaware,Yes,Shorts,Clothing,M,Violet,Summer,41,Yes,33,Fortnightly,14,Venmo,Free Shipping,3.9
254,52,Middle-aged,Male,Oklahoma,Yes,Boots,Footwear,L,Cyan,Winter,73,Yes,15,Bi-Weekly,14,Bank Transfer,2-Day Shipping,4.9
255,67,Senior,Male,Indiana,Yes,Sunglasses,Accessories,M,White,Winter,42,Yes,4,Bi-Weekly,14,PayPal,Store Pickup,3.5
256,43,Adult,Male,Maryland,Yes,Scarf,Accessories,M,Charcoal,Spring,20,Yes,25,Annually,365,Debit Card,Free Shipping,4.2
257,58,Senior,Male,South Dakota,Yes,Jewelry,Accessories,XL,Violet,Spring,30,Yes,20,Every 3 Months,90,Credit Card,Express,4.7
258,20,Young Adult,Male,West Virginia,Yes,Handbag,Accessories,M,Red,Summer,53,Yes,5,Quarterly,90,Credit Card,Express,4.5
259,61,Senior,Male,Alabama,Yes,Gloves,Accessories,S,Lavender,Spring,74,Yes,16,Quarterly,90,Cash,Express,2.8
260,32,Adult,Male,Louisiana,Yes,Jeans,Clothing,M,Gold,Fall,57,Yes,13,Annually,365,Debit Card,Standard,2.9
261,38,Adult,Male,Montana,Yes,Hat,Accessories,S,Red,Winter,57,Yes,11,Every 3 Months,90,Credit Card,2-Day Shipping,3.2
262,21,Young Adult,Male,California,Yes,Jeans,Clothing,L,Magenta,Winter,77,Yes,21,Annually,365,Credit Card,Standard,4.9
263,37,Adult,Male,Hawaii,Yes,Pants,Clothing,M,Teal,Summer,40,Yes,6,Annually,365,Debit Card,Next Day Air,3.7
264,27,Young Adult,Male,Iowa,Yes,Shorts,Clothing,M,Purple,Summer,46,Yes,29,Monthly,30,Venmo,Store Pickup,4.3
265,36,Adult,Male,Colorado,Yes,Pants,Clothing,S,Charcoal,Fall,78,Yes,15,Annually,365,Cash,Store Pickup,3.9
266,32,Adult,Male,Michigan,Yes,Backpack,Accessories,M,Gray,Spring,59,Yes,17,Bi-Weekly,14,Bank Transfer,2-Day Shipping,3.2
267,51,Middle-aged,Male,Louisiana,Yes,Jewelry,Accessories,L,White,Summer,75,Yes,32,Weekly,7,Credit Card,Express,3.1
268,64,Senior,Male,Maryland,Yes,Sweater,Clothing,M,Olive,Spring,54,Yes,42,Annually,365,Venmo,2-Day Shipping,3.9
269,68,Senior,Male,Georgia,Yes,Shoes,Footwear,M,Charcoal,Spring,42,Yes,21,Monthly,30,Cash,Store Pickup,2.6
270,68,Senior,Male,Georgia,Yes,Blouse,Clothing,M,Charcoal,Winter,44,Yes,9,Bi-Weekly,14,Cash,Next Day Air,3.3
271,33,Adult,Male,North Dakota,Yes,Jeans,Clothing,XL,Orange,Fall,52,Yes,16,Annually,365,Bank Transfer,Free Shipping,4.6
272,65,Senior,Male,Maryland,Yes,Sunglasses,Accessories,XL,Yellow,Summer,69,Yes,42,Fortnightly,14,Credit Card,Express,4.6
273,48,Middle-aged,Male,Oregon,Yes,Jewelry,Accessories,M,Beige,Summer,26,Yes,37,Bi-Weekly,14,Debit Card,2-Day Shipping,4.4
274,69,Senior,Male,North Dakota,Yes,Coat,Outerwear,S,Silver,Spring,33,Yes,32,Quarterly,90,Debit Card,Express,4.2
275,59,Senior,Male,Maryland,Yes,Jewelry,Accessories,M,Indigo,Spring,32,Yes,28,Bi-Weekly,14,Cash,Express,3.0
276,48,Middle-aged,Male,Virginia,Yes,Backpack,Accessories,XL,Lavender,Winter,85,Yes,13,Weekly,7,Credit Card,Express,4.0
277,25,Young Adult,Male,South Dakota,Yes,Skirt,Clothing,XL,Turquoise,Fall,30,Yes,11,Fortnightly,14,Bank Transfer,Express,3.5
278,29,Young Adult,Male,Georgia,Yes,Shirt,Clothing,M,Green,Winter,29,Yes,36,Bi-Weekly,14,Bank Transfer,Store Pickup,3.0
279,57,Middle-aged,Male,Hawaii,Yes,Sweater,Clothing,M,Orange,Spring,95,Yes,23,Annually,365,Debit Card,Express,3.7
280,23,Young Adult,Male,Arkansas,Yes,Sneakers,Footwear,L,Turquoise,Summer,69,Yes,37,Monthly,30,Bank Transfer,Standard,4.0
281,45,Middle-aged,Male,Montana,Yes,Sandals,Footwear,S,Cyan,Fall,69,Yes,21,Bi-Weekly,14,Cash,2-Day Shipping,4.2
282,38,Adult,Male,Oklahoma,Yes,Belt,Accessories,XL,Charcoal,Spring,61,Yes,22,Bi-Weekly,14,Debit Card,Standard,2.5
283,21,Young Adult,Male,Minnesota,Yes,Skirt,Clothing,M,Teal,Summer,94,Yes,9,Monthly,30,Cash,2-Day Shipping,3.0
284,32,Adult,Male,Montana,Yes,Sweater,Clothing,S,Maroon,Fall,30,Yes,16,Annually,365,Venmo,Next Day Air,3.2
285,63,Senior,Male,Ohio,Yes,Skirt,Clothing,M,Red,Summer,45,Yes,4,Quarterly,90,PayPal,Standard,3.5
286,29,Young Adult,Male,Kentucky,Yes,Handbag,Accessories,XL,Yellow,Summer,39,Yes,3,Bi-Weekly,14,Debit Card,Express,4.8
287,27,Young Adult,Male,Nebraska,Yes,Jewelry,Accessories,L,Gray,Summer,51,Yes,6,Annually,365,Debit Card,Store Pickup,2.6
288,56,Middle-aged,Male,Delaware,Yes,Scarf,Accessories,L,Blue,Spring,37,Yes,18,Fortnightly,14,Venmo,2-Day Shipping,3.4
289,30,Young Adult,Male,North Carolina,Yes,T-shirt,Clothing,M,Lavender,Winter,62,Yes,34,Bi-Weekly,14,Venmo,2-Day Shipping,3.7
290,49,Middle-aged,Male,New York,Yes,Coat,Outerwear,M,Yellow,Fall,85,Yes,26,Monthly,30,Credit Card,2-Day Shipping,4.5
291,58,Senior,Male,Colorado,Yes,T-shirt,Clothing,M,Indigo,Winter,33,Yes,50,Weekly,7,PayPal,Standard,3.7
292,57,Middle-aged,Male,Delaware,Yes,Dress,Clothing,XL,Violet,Fall,26,Yes,40,Monthly,30,Bank Transfer,Next Day Air,3.3
293,60,Senior,Male,Utah,Yes,Shoes,Footwear,M,Green,Spring,99,Yes,24,Quarterly,90,Cash,Free Shipping,4.7
294,69,Senior,Male,Connecticut,Yes,Handbag,Accessories,M,White,Spring,39,Yes,33,Annually,365,PayPal,Express,2.7
295,70,Senior,Male,New Jersey,Yes,Skirt,Clothing,M,Gold,Spring,20,Yes,19,Every 3 Months,90,Credit Card,Store Pickup,4.6
296,53,Middle-aged,Male,West Virginia,Yes,Sunglasses,Accessories,M,Indigo,Winter,42,Yes,24,Quarterly,90,Credit Card,Store Pickup,2.7
297,25,Young Adult,Male,Indiana,Yes,Sandals,Footwear,S,Lavender,Spring,74,Yes,19,Weekly,7,Credit Card,2-Day Shipping,4.8
298,48,Middle-aged,Male,Delaware,Yes,Shoes,Footwear,XL,Purple,Summer,26,Yes,4,Bi-Weekly,14,Credit Card,Standard,4.4
299,69,Senior,Male,Maryland,Yes,T-shirt,Clothing,M,Lavender,Winter,53,Yes,11,Every 3 Months,90,Venmo,Standard,4.0
300,25,Young Adult,Male,Pennsylvania,Yes,Sneakers,Footwear,M,Maroon,Summer,80,Yes,28,Fortnightly,14,PayPal,Next Day Air,3.2
301,29,Young Adult,Male,Iowa,Yes,Hat,Accessories,M,Teal,Spring,98,Yes,24,Weekly,7,PayPal,Store Pickup,4.4
302,46,Middle-aged,Male,Pennsylvania,Yes,Skirt,Clothing,M,Green,Spring,95,Yes,25,Every 3 Months,90,Credit Card,Standard,3.8
303,37,Adult,Male,Delaware,Yes,Sweater,Clothing,L,Olive,Summer,44,Yes,27,Every 3 Months,90,Bank Transfer,Express,3.6
304,20,Young Adult,Male,Oregon,Yes,Sandals,Footwear,M,Turquoise,Summer,60,Yes,49,Weekly,7,Venmo,Next Day Air,3.3
305,40,Adult,Male,Oregon,Yes,Dress,Clothing,M,Green,Winter,84,Yes,45,Bi-Weekly,14,Credit Card,Next Day Air,3.4
306,60,Senior,Male,Utah,Yes,Sweater,Clothing,M,Teal,Fall,59,Yes,26,Annually,365,PayPal,2-Day Shipping,3.5
307,26,Young Adult,Male,North Dakota,Yes,Jacket,Outerwear,S,White,Summer,49,Yes,4,Annually,365,Cash,Express,3.6
308,29,Young Adult,Male,Florida,Yes,Gloves,Accessories,M,Orange,Winter,32,Yes,3,Every 3 Months,90,Credit Card,Free Shipping,3.2
309,66,Senior,Male,Maryland,Yes,Handbag,Accessories,M,Beige,Fall,29,Yes,45,Bi-Weekly,14,Venmo,Standard,3.7
310,66,Senior,Male,Minnesota,Yes,Dress,Clothing,M,Yellow,Spring,22,Yes,21,Fortnightly,14,Cash,Standard,4.5
311,56,Middle-aged,Male,Montana,Yes,Pants,Clothing,M,Charcoal,Winter,85,Yes,50,Fortnightly,14,Cash,Standard,4.6
312,69,Senior,Male,Rhode Island,Yes,Jeans,Clothing,L,Silver,Winter,52,Yes,19,Monthly,30,Bank Transfer,Store Pickup,4.1
313,38,Adult,Male,Massachusetts,Yes,Pants,Clothing,L,Green,Spring,89,Yes,6,Annually,365,PayPal,Next Day Air,3.4
314,42,Adult,Male,Vermont,Yes,Dress,Clothing,M,Pink,Spring,77,Yes,50,Every 3 Months,90,Credit Card,Express,3.7
315,30,Young Adult,Male,New Jersey,Yes,Pants,Clothing,M,Purple,Summer,24,Yes,17,Every 3 Months,90,Debit Card,Store Pickup,3.3
316,66,Senior,Male,Wisconsin,Yes,Jewelry,Accessories,XL,Orange,Spring,24,Yes,24,Annually,365,Debit Card,Express,4.5
317,36,Adult,Male,California,Yes,Handbag,Accessories,M,Charcoal,Fall,22,Yes,46,Monthly,30,Venmo,Free Shipping,3.3
318,58,Senior,Male,West Virginia,Yes,Sweater,Clothing,L,Teal,Fall,82,Yes,42,Every 3 Months,90,Cash,Standard,4.3
319,45,Middle-aged,Male,South Dakota,Yes,Backpack,Accessories,M,Beige,Winter,67,Yes,10,Annually,365,Cash,Standard,2.5
320,47,Middle-aged,Male,Maine,Yes,Shorts,Clothing,XL,White,Spring,74,Yes,1,Every 3 Months,90,Cash,Standard,2.6
321,66,Senior,Male,Kansas,Yes,Jewelry,Accessories,L,White,Summer,72,Yes,28,Quarterly,90,Debit Card,Standard,4.9
322,41,Adult,Male,Vermont,Yes,Sneakers,Footwear,L,Orange,Summer,36,Yes,48,Quarterly,90,Debit Card,Free Shipping,4.7
323,41,Adult,Male,Tennessee,Yes,Belt,Accessories,S,Cyan,Winter,95,Yes,47,Monthly,30,Credit Card,Standard,3.0
324,66,Senior,Male,Tennessee,Yes,Hoodie,Clothing,M,Orange,Winter,78,Yes,29,Bi-Weekly,14,PayPal,Next Day Air,3.5
325,37,Adult,Male,Wyoming,Yes,Shirt,Clothing,M,Olive,Summer,82,Yes,37,Quarterly,90,Venmo,Standard,4.8
326,70,Senior,Male,Vermont,Yes,Pants,Clothing,M,Charcoal,Winter,70,Yes,38,Annually,365,Debit Card,Free Shipping,4.3
327,62,Senior,Male,New Jersey,Yes,Scarf,Accessories,M,White,Fall,41,Yes,48,Weekly,7,Bank Transfer,Store Pickup,3.2
328,61,Senior,Male,Iowa,Yes,Coat,Outerwear,M,Teal,Summer,42,Yes,36,Weekly,7,PayPal,Free Shipping,3.1
329,48,Middle-aged,Male,Florida,Yes,Coat,Outerwear,M,Yellow,Fall,50,Yes,9,Weekly,7,Credit Card,Free Shipping,2.8
330,70,Senior,Male,Nevada,Yes,Socks,Clothing,S,White,Summer,31,Yes,34,Monthly,30,Bank Transfer,2-Day Shipping,2.9
331,46,Middle-aged,Male,North Dakota,Yes,Sweater,Clothing,M,Beige,Winter,51,Yes,43,Bi-Weekly,14,Venmo,Express,3.7
332,31,Young Adult,Male,Florida,Yes,Shirt,Clothing,L,Beige,Fall,98,Yes,46,Quarterly,90,PayPal,Store Pickup,3.3
333,19,Young Adult,Male,New York,Yes,Shirt,Clothing,M,Maroon,Winter,86,Yes,5,Monthly,30,Credit Card,2-Day Shipping,2.8
334,39,Adult,Male,Alaska,Yes,Sweater,Clothing,M,Teal,Winter,64,Yes,15,Bi-Weekly,14,Bank Transfer,Standard,4.5
335,41,Adult,Male,Kansas,Yes,Blouse,Clothing,M,Lavender,Fall,46,Yes,30,Annually,365,Credit Card,Next Day Air,2.6
336,20,Young Adult,Male,Oregon,Yes,Sweater,Clothing,L,Maroon,Spring,85,Yes,44,Every 3 Months,90,Venmo,Standard,3.7
337,36,Adult,Male,Rhode Island,Yes,Hat,Accessories,S,Orange,Fall,81,Yes,16,Annually,365,PayPal,Express,4.4
338,32,Adult,Male,New Mexico,Yes,Sweater,Clothing,M,Cyan,Winter,59,Yes,16,Annually,365,Bank Transfer,2-Day Shipping,4.3
339,69,Senior,Male,Massachusetts,Yes,Hoodie,Clothing,M,Silver,Winter,79,Yes,16,Weekly,7,Cash,Express,3.5
340,40,Adult,Male,Pennsylvania,Yes,Shorts,Clothing,M,Teal,Spring,33,Yes,21,Every 3 Months,90,Credit Card,2-Day Shipping,3.8
341,40,Adult,Male,New Jersey,Yes,Shorts,Clothing,L,Blue,Summer,47,Yes,39,Every 3 Months,90,Venmo,Express,3.5
342,20,Young Adult,Male,Utah,Yes,Hat,Accessories,S,Blue,Summer,20,Yes,40,Bi-Weekly,14,Debit Card,Store Pickup,4.6
343,64,Senior,Male,Kentucky,Yes,Coat,Outerwear,M,Olive,Spring,36,Yes,48,Every 3 Months,90,Credit Card,Next Day Air,2.6
344,27,Young Adult,Male,Nebraska,Yes,Sandals,Footwear,M,Purple,Summer,39,Yes,26,Monthly,30,Venmo,Next Day Air,4.4
345,24,Young Adult,Male,Virginia,Yes,Skirt,Clothing,M,Charcoal,Winter,71,Yes,46,Monthly,30,Debit Card,Standard,4.0
346,48,Middle-aged,Male,Wyoming,Yes,Shoes,Footwear,S,Olive,Winter,59,Yes,27,Annually,365,Bank Transfer,Next Day Air,4.4
347,49,Middle-aged,Male,New Mexico,Yes,Jeans,Clothing,L,Violet,Spring,50,Yes,5,Weekly,7,Cash,Next Day Air,4.7
348,36,Adult,Male,Oregon,Yes,Sandals,Footwear,L,Red,Fall,41,Yes,43,Fortnightly,14,PayPal,Store Pickup,3.9
349,56,Middle-aged,Male,South Carolina,Yes,Blouse,Clothing,M,Beige,Fall,59,Yes,17,Fortnightly,14,PayPal,Free Shipping,2.7
350,37,Adult,Male,Arizona,Yes,Hat,Accessories,M,Green,Winter,87,Yes,3,Bi-Weekly,14,Bank Transfer,2-Day Shipping,3.7
351,42,Adult,Male,Kentucky,Yes,Sweater,Clothing,M,Violet,Spring,68,Yes,47,Fortnightly,14,Bank Transfer,2-Day Shipping,2.6
352,28,Young Adult,Male,New York,Yes,Skirt,Clothing,M,Teal,Winter,90,Yes,24,Bi-Weekly,14,Debit Card,Standard,3.9
353,27,Young Adult,Male,Texas,Yes,Jeans,Clothing,XL,Yellow,Fall,71,Yes,12,Every 3 Months,90,Cash,Next Day Air,4.9
354,63,Senior,Male,Missouri,Yes,Sneakers,Footwear,L,Yellow,Fall,64,Yes,35,Monthly,30,Debit Card,Store Pickup,4.1
355,58,Senior,Male,Pennsylvania,Yes,Jewelry,Accessories,S,Olive,Fall,76,Yes,42,Weekly,7,Venmo,Free Shipping,3.0
356,37,Adult,Male,Oregon,Yes,Jewelry,Accessories,XL,Magenta,Fall,42,Yes,1,Every 3 Months,90,PayPal,2-Day Shipping,4.1
357,56,Middle-aged,Male,Nevada,Yes,Pants,Clothing,L,Black,Spring,80,Yes,27,Weekly,7,Cash,Standard,3.7
358,18,Young Adult,Male,Arkansas,Yes,Belt,Accessories,M,Olive,Spring,56,Yes,16,Bi-Weekly,14,Credit Card,Standard,4.0
359,48,Middle-aged,Male,Minnesota,Yes,Hat,Accessories,XL,Magenta,Summer,25,Yes,36,Every 3 Months,90,Credit Card,Express,3.6
360,31,Young Adult,Male,Georgia,Yes,Sneakers,Footwear,M,Olive,Winter,74,Yes,30,Every 3 Months,90,Credit Card,Store Pickup,3.0
361,51,Middle-aged,Male,Rhode Island,Yes,Pants,Clothing,M,Teal,Summer,30,Yes,18,Fortnightly,14,Debit Card,Standard,3.0
362,65,Senior,Male,Nevada,Yes,T-shirt,Clothing,M,White,Spring,96,Yes,45,Annually,365,Cash,Free Shipping,2.6
363,53,Middle-aged,Male,Texas,Yes,Sneakers,Footwear,M,Charcoal,Fall,64,Yes,1,Fortnightly,14,Venmo,Free Shipping,3.4
364,55,Middle-aged,Male,Florida,Yes,Shorts,Clothing,L,Yellow,Winter,88,Yes,42,Fortnightly,14,Bank Transfer,Free Shipping,3.1
365,62,Senior,Male,North Dakota,Yes,Shoes,Footwear,L,Charcoal,Summer,88,Yes,7,Every 3 Months,90,Venmo,Free Shipping,3.0
366,55,Middle-aged,Male,West Virginia,Yes,Gloves,Accessories,XL,Gray,Summer,88,Yes,50,Quarterly,90,PayPal,Standard,3.7
367,64,Senior,Male,Nebraska,Yes,Socks,Clothing,M,Turquoise,Spring,36,Yes,37,Fortnightly,14,Venmo,Store Pickup,3.5
368,52,Middle-aged,Male,Tennessee,Yes,Dress,Clothing,XL,Cyan,Spring,40,Yes,18,Monthly,30,Bank Transfer,Store Pickup,2.8
369,24,Young Adult,Male,Oklahoma,Yes,Handbag,Accessories,M,Charcoal,Spring,39,Yes,29,Monthly,30,Cash,Standard,4.5
370,38,Adult,Male,Wisconsin,Yes,Belt,Accessories,M,Silver,Summer,40,Yes,45,Quarterly,90,PayPal,Store Pickup,3.3
371,59,Senior,Male,Oregon,Yes,Scarf,Accessories,M,Olive,Winter,34,Yes,13,Weekly,7,PayPal,Express,3.4
372,27,Young Adult,Male,North Carolina,Yes,Sneakers,Footwear,S,Pink,Winter,83,Yes,47,Monthly,30,PayPal,2-Day Shipping,3.2
373,24,Young Adult,Male,Pennsylvania,Yes,Sweater,Clothing,L,Orange,Summer,85,Yes,7,Weekly,7,Debit Card,Standard,3.7
374,23,Young Adult,Male,North Dakota,Yes,Coat,Outerwear,L,White,Summer,27,Yes,11,Bi-Weekly,14,Venmo,Express,4.6
